content,asertividad,autoconciencia emocional,autoestima,desarrollar y estimular a los demás,empatía,autocontrol emocional,influencia,liderazgo,optimismo,relación social,colaboración y cooperación,comprensión organizativa,conciencia crítica,desarrollo de las relaciones,tolerancia a la frustración,comunicacion asertiva,manejo de conflictos,motivación de logro,percepción y comprensión emocional,violencia
"el turco diciéndole a flor que va a tener mucho éxito en la vida porque es una genia, humilde, buena mina. Me hace llo…",0.28,0,0.2,0.24,0,0,0.22,0.51,0.19,0,0,0,0.2,0,0,0,0,0.26,0,0
"Si le dices periquito al perico, es porque le tienes mucho cariño",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nunca olvides lo mucho que te queremos. Nos importas un montón y si tu estas bien, nosotrxs también lo estamos. Que nada sea impedimento para demostrarte nuestro apoyo y el cariño que te tenemos como seguidores ❤️✨",0,0.35,0.55,0.23,0.41,0.18,0.21,0.23,0,0.21,0.31,0,0,0.58,0,0.16,0,0.45,0.34,0
"Amo mi libertad, pero a veces me gustaría sentir el cariño de alguien con intensidad",0,0,0,0.26,0.27,0,0.24,0,0.22,0,0,0,0,0.24,0,0,0,0,0,0
"El opening es sin duda de los mejores que ha tenido Shingeki a nivel visual. Le han metido cariño y se nota, conociendo como son los japoneses, hacer parentescos históricos occidentales es lo que más evitan hacer, ya que se centran en lo suyo casi siempre (su país/continente).",0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.18,0.14,0,0,0.42,0,0
"el turco diciéndole a flor que va a tener mucho éxito en la vida porque es una genia, humilde, buena mina. Me hace llo…",0.28,0,0.2,0.24,0,0,0.22,0.51,0.19,0,0,0,0.2,0,0,0,0,0.26,0,0
"Obvio que si valió la pena, sos una de las personitas de twt con la que más confianza y cariño tengo, tqm bu💞💞🤧",0.14,0,0,0.24,0,0,0,0.52,0.39,0.23,0,0.21,0,0.43,0,0.32,0,0.27,0.19,0
"Aún escribiéndote todo esto, puedo asegurarte que sólo es una pequeña parte de todo lo que siento por ti; mis palabras nunca serán suficientes para expresar todo el cariño, respeto y amor que siento.",0.12,0.32,0.69,0.21,0.6,0.16,0.57,0.22,0.16,0.59,0.15,0.18,0.17,0.74,0.14,0.29,0.16,0.22,0.33,0.29
"el turco diciéndole a flor que va a tener mucho éxito en la vida porque es una genia, humilde, buena mina. Me hace llorar, cuánto lo voy a extrañar 💖 más que merecido todo el cariño de la gente, es un tipazo",0.25,0,0.18,0.21,0,0,0.19,0.46,0.17,0,0,0,0.17,0,0,0,0,0.23,0,0
"bb te quiero montón, esta pena que nos hermana me ha hecho agarrarte mucho cariño más del que ya te tenía. Esa juntita con distancia queda pendiente y falta poco para que se de. Te abrazo mucho hoy y siempre, en las alegrías y especialmente en las tristezas &lt;3",0,0,0.17,0.2,0.4,0,0.18,0.22,0.48,0.19,0.14,0,0,0.54,0.28,0.27,0.16,0.43,0.32,0
"Como saben, soy cero futbolero.
Por mero cariño y fé, le aposté a mis pumas a que hicieran la hazaña despues de tremen…",0,0,0,0.2,0.21,0.16,0.19,0,0.16,0.2,0.15,0,0,0.18,0,0,0.16,0,0.16,0
jamás seré capaz de expresar con palabras todo el cariño que le tengo a bts y lo que significan para mí,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.19,0,0.14,0,0.22,0,0
"Aunque no hable de muchos artistas que stanneo, a Chungha siempre la apoye y le tuve cariño (además de ser cercana a Sunmi) y espero que pueda recuperarse.
Por favor, envíen buenas vibras a Chungha.",0.14,0,0.37,0.24,0.42,0,0.21,0.24,0,0.42,0.31,0,0,0.39,0,0.16,0.17,0.23,0.17,0
"Querido Jaime... Gracias por las risas, por la confianza, por el cariño, por ser incondicional conmigo... ¡Te voy a extra…",0.14,0.19,0.42,0.49,0.51,0.37,0.45,0.27,0.2,0.23,0,0.43,0,0.66,0.17,0.16,0.19,0,0,0
"Me dolió, pero aprendí algo nuevo: a no confiar demasiado, a no dar tanto cariño y a ser consciente de que siempre habrá…",0,0,0.17,0,0,0,0.19,0,0.16,0,0,0,0,0.18,0,0,0.16,0.22,0,0
"La lujuria y el deseo siempre me acompañan a todos lados, y eso me encanta!! Les mando mucho cariño💋💋💋🔥 SwingersMéxico htt…",0,0,0.2,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.26,0,0
"Amén Carlos! Poco a poco cariño, los duelos son procesos largos. Saldrás adelante, ya lo estás haciendo! 🤗😘",0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.14,0,0,0,0,0.26
"También tenía esperanza, pero no se pudo 😔 y que les sirva de motivación (a las que no votaron), así dejan de ser tan flojas y demuestran el cariño que dicen tenerle a los chicos... Estoy molesta 😭🔪",0.12,0.32,0.36,0.42,0,0.16,0.19,0.23,0.17,0.41,0.15,0,0.18,0.19,0,0.14,0,0,0,0.27
"Amén Carlos! Poco a poco cariño, los duelos son procesos largos. Saldrás adelante, ya lo estás haciendo! 🤗😘",0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.14,0,0,0,0,0.26
"Pero cariño lo escuche en un audio
De que vas?
Ahora cual es tu misión
No abortes la primera.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Felicitaciones niño, esta familia crece cada día más, y con eso el cariño que te tenemos, eres una gran personita que se m…",0.13,0,0,0.21,0.22,0,0.19,0,0,0.2,0.15,0,0,0,0,0.14,0.17,0,0,0
Cruzazuelada Deliciosa! Como para agarrarle mas cariño al equipo!,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.24,0,0.17,0,0.3,0,0
"Ajaja el 7 de velitas, las novenas navidad, cumpleaños y año nuevo pero no uno se coje cariño :3 porque hay mas días soleados",0,0,0.17,0.2,0.2,0,0.18,0.21,0.16,0,0,0,0,0,0.14,0,0,0,0,0.26
"Este ultimo tiempo estuve participando en Rebirth como StandIn y se tomó la decisión de seguir distintos rumbos, no me queda m…",0.12,0,0,0,0,0,0,0,0,0.2,0.15,0,0,0.19,0,0,0.16,0,0,0.27
"Esta es la mítica le cogí hasta cariño a la captura. Cuando me paso con la fumada me dio hasta risa, la cara de tonto…",0.12,0,0.35,0.21,0.2,0.16,0.38,0,0.16,0.19,0,0,0,0.18,0.14,0.14,0.32,0,0.16,0.28
Pero con cariño uwu👉👈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corona no vino a Tigres para ser campeón
Siboldi pisoteó el cariño de una afición ingenua que levantaba ídolos de cartón
Esa maldición es más fuerte que la gallina",0,0.17,0.18,0,0,0,0.2,0,0.16,0.4,0.3,0,0,0.38,0.15,0.15,0,0.22,0.17,0.3
"Un abrazo de fortaleza, Dios la bendiga mucho y la llene de mucha luz! Su ángel es ese que siempre estará desde lo más alto del cielo, como esa luz de amor que ilumina sus pasos y los de su familia!! Un abrazo lleno de fortaleza y mucho cariño 🙏💜",0,0.35,0.19,0,0.7,0.35,0.83,0,0.74,0.22,0,0,0.19,0.62,0.32,0,0.53,0.25,0.55,0
"Nos estamos recuperando, mucho tiene que ver tanto cariño y afecto que nos dan fuerza y poder…",0,0.35,0.39,0.23,0.24,0.18,0.21,0.25,0.19,0,0.17,0,0,0,0.16,0,0.18,0,0,0
Fan de las personas que te demuestran cariño cada vez que pueden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gracias cariño~
-decia para despues seguir chupandole la verga-",0,0.18,0,0,0,0.18,0,0,0.17,0,0.16,0.19,0,0.2,0,0.16,0,0.23,0.17,0
Estoy algo mareada por lo que me dieron Nia y Brainy pero estoy bien cariño.,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.16,0
De esos momentos en que te sientes realmente en casa. Palabras y gestos necesarios para recordar la esencia del oficio. S…,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.18,0,0.13,0,0.21,0,0
"A mí sí me gusta que me traten con cariño, que me busquen, me escriban, demuestre interés; donde se sepa que es mutuo",0,0,0,0.23,0,0,0.21,0,0,0.22,0,0,0,0.42,0,0,0,0,0,0
"Que se supone que tienes que hacer cuando ya perdiste todas las ganas de seguir
Tus mejores amigos...
SE FUERON
Las pocas muestras de cariño de tu familia...
SE FUERON
Las personas hacia las que sentias algo...
SE FUERON
se que no soy el unico que pasa estas cosas",0,0,0,0,0,0,0.38,0.23,0.17,0,0,0,0,0,0.15,0,0.32,0.45,0.17,0
"Este ultimo tiempo estuve participando en Rebirth como StandIn y se tomó la decisión de seguir distintos rumbos, no me queda más que desearles exito a cada uno de los k que les agarre mucho cariño. 1/2",0.25,0,0.35,0.21,0,0,0.19,0.22,0.16,0.19,0.15,0,0.17,0.37,0,0,0.16,0.43,0.16,0.28
Gracias por tus palabras Meztli! Va un abrazote de regreso con mi cariño y mi admiración para ti 🙂😘😘,0,0,0,0.21,0,0,0.19,0.22,0,0.2,0.15,0.18,0,0.37,0,0.14,0,0.45,0.17,0
"Hola comunidad de Twitter 🤭‼️
Acabo de comenzar con un nuevo proyecto con tanto cariño que les aseguro les va a encantar.
U…",0,0,0,0.24,0,0,0,0,0,0,0.17,0,0,0.22,0.17,0.16,0,0.27,0,0
Con cariño para mis amigos del Cruz Azul 😘,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.22,0,0.16,0,0.27,0,0
"Como no va a ser difícil, Si mi autocomplete pone todas las formas que le decía de cariño .... Amor, corazón, bonita, vida... Y palabra a palabra mi corazoncito se apachurra 😣",0,0.17,0.18,0.22,0.41,0,0,0,0,0.2,0,0,0.18,0.19,0,0,0,0,0.33,0
"Cariño, mira a tu alrededor soy la única que no se ha ido",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"disfruta con cariño todas las canciones que te enseñé, siempre lo hice pensando en ti, ya no estamos juntos pero son tuyas y t…",0,0,0.18,0.21,0,0,0,0,0.17,0.2,0,0.18,0,0,0.15,0,0,0,0.17,0
"Muchas gracias, otro abrazo muy fuerte lleno de cariño para ti.",0,0,0,0,0.26,0,0.23,0,0.21,0,0.18,0.22,0,0.45,0.17,0.17,0.19,0.28,0,0
Con cariño para mis amigos del Cruz Azul 😘,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.22,0,0.16,0,0.27,0,0
"Las personas que no les gusta que le toquen el pelo???
 Loco,la única muestra de afecto físico que vas a recibir de mí,son mimos en el pelo, cómo te voy a demostrar cariño si no me dejas??!! Ah",0.13,0.17,0.19,0,0.23,0.17,0.21,0,0.18,0,0.16,0.2,0,0.2,0.16,0.15,0,0.25,0,0
"Cariño Dari lo sigue, y un boleto de avión se lo debe haber mandado al wsp también, lo va a ver. Pero dejen la intensidad, Naim justo subio el video cuando Fer estaba cenando, no lo podía comentar de inmediato🤧",0,0.16,0,0.2,0.41,0,0.19,0,0.16,0,0,0,0,0,0,0,0,0,0,0
"Ahora, hay un error de sistema, espere un momento porque demasiadas personas envían una solicitud y me dio fiebre en e…",0.13,0,0.18,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ojala puedas verlo la interprete con mucho cariño y respeto🙌❤,0,0,0.23,0,0.29,0,0.25,0,0,0.26,0,0.24,0,0.25,0,0.18,0,0,0,0
Con cariño para mis amigas,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.25,0,0.18,0,0.31,0,0
"La conexión entre dos personas no puede borrarse, incluso si llegan a odiarse siempre sentirán cariño en su corazón, una…",0,0,0.17,0,0,0,0,0,0,0.19,0,0,0,0.18,0,0,0,0,0.16,0.26
"Cada vuelta al barrio la gente te esperaba, con cariño y admiración, para hablar contigo y para abrazarte. Fuiste y serás…",0.13,0,0.18,0.21,0,0,0.2,0.23,0,0.2,0.31,0,0,0.58,0,0.29,0,0.71,0.17,0
Siempre recordaré con cariño al expresidente Tabaré Vázquez. Deja un legado de principios en la política latinoamericana y u…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No me gustó el resultado, hay algo que no me convence de Ferrer, no se, no lo encuentro con ganas de luchar, no conozco su trabajo para sacar a la Dictadura, Ojalá me equivoque, le tengo cariño a Cuba, quiero verla libre pronto....😢",0.13,0,0,0.22,0,0,0.39,0.23,0.16,0,0.15,0,0,0.37,0,0.29,0,0.44,0,0
"Justo en el momento de mi vida que mas cariño necesito me vengo a quedar sola, pero lpm no pego una, le voy a abrazar a mi michi o q",0,0.17,0.38,0.44,0.68,0.17,0.61,0.24,0.36,0.21,0,0,0.18,0.4,0.16,0,0.17,0,0.18,0
no sé como dar cariño pero tampoco se querer poquito,0,0.17,0.18,0.23,0.21,0.18,0.21,0,0,0,0,0,0,0.19,0,0,0,0,0,0
"Está canción se la dedico con mucho cariño a Marco Aurelio :(
SIEMPRE CON MAU WOW",0,0,0,0.22,0.23,0,0.2,0,0.18,0,0.16,0,0,0,0,0,0,0.49,0,0
¡Lota presente en la recolección de firmas para que yo sea candidato a gobernador regional! ¡Muchas gracias por el ánimo…,0.12,0,0,0,0,0.16,0.19,0.22,0.16,0,0.15,0.36,0.17,0.19,0.14,0.14,0.16,0.22,0,0
Feliz cumpleaños y espero de todo corazón que no te vayan a pegar por contestarme con un abrazo llenito de cariño. y yo te queremos mucho. Los envidiosos dirán otra cosa pero nos vale tres hectáreas de rábano el cariño real es real. TanTan,0.35,0.15,0.51,0.2,0.4,0.3,0.73,0,0.48,0,0,0,0,0.36,0.14,0.27,0.16,0,0,0.26
"Yo le heredé el cariño por los Pumas a mi jefe, quien de morrito los apoyaba porque eran los únicos que jugaban con melena cuando todo era corte estilo militar, la época de Campos en la infancia me terminó de afianzar la afición a los colores.",0,0,0.17,0,0.2,0,0,0.22,0,0.38,0.29,0,0,0.18,0.28,0,0,0.21,0.32,0.27
Se dan cariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ya se lo he dado cariño... y de diario 🙂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Con cariño para mis amigos del Cruz Azul 😘,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.22,0,0.16,0,0.27,0,0
Claro que si... Para darle cariño con la lengua,0.14,0,0,0,0,0,0.22,0.26,0,0,0.17,0,0.2,0.43,0,0.32,0,0.27,0,0
cami cariño estas bien?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cariño, cariño. ¿Que nos paso? Yo no quería esto, mi patria murió.",0.12,0.16,0.18,0.21,0.21,0.32,0.19,0,0,0,0,0,0,0.19,0,0,0.33,0,0.34,0
"Nunca es temprano, cariño.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mj: List@ para seguir cariño?.. Tus conejitas necesitan mucho de tu caliente y espeso amor.. Por favor no te detengas y si…,0,0.18,0.41,0.48,0.5,0.18,0.44,0,0,0.69,0.35,0,0.2,0.87,0,0.32,0.19,0.27,0.39,0
"Jajaja en realidad no, pero les tengo un cariño especial y siento muy feo que lleven tantos años sin conseguirlo.",0.13,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.18,0.28
Con cariño para mis amigos del Cruz Azul 😘,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.22,0,0.16,0,0.27,0,0
"Tener una mascota, es tener un integrante más de la familia, necesitan cuidado, cariño y atención.
""Una mascota, no es un…",0.14,0.18,0.2,0.23,0.24,0.53,0.21,0.25,0.19,0.45,0.34,0.2,0.39,0.42,0,0,0.36,0,0.19,0
"xudlamy mira lo que les puse y mira como me contestan, andrea la unica digna de mi cariño",0.26,0.17,0,0,0,0.17,0,0,0,0.21,0,0.19,0.18,0,0,0.15,0.17,0.24,0,0
"No aceptan que un presidente haya tenido tanto cariño de la gente, por eso el odio.",0.13,0.17,0.19,0.22,0,0,0.2,0,0.18,0.42,0,0,0.18,0.2,0.15,0.15,0,0.24,0.35,0.28
no sé como dar cariño pero tampoco se querer poquito,0,0.17,0.18,0.23,0.21,0.18,0.21,0,0,0,0,0,0,0.19,0,0,0,0,0,0
Yo te digo teton de cariño :),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hoy, a la hora 3.00, mientras descansaba en su hogar, acompañado de algunos familiares y amigos, por causa de su enferm…",0,0,0.17,0,0,0,0.18,0,0,0,0,0,0,0,0,0.13,0,0,0,0
"Como saben, soy cero futbolero.
Por mero cariño y fé, le aposté a mis pumas a que hicieran la hazaña despues de tremen…",0,0,0,0.2,0.21,0.16,0.19,0,0.16,0.2,0.15,0,0,0.18,0,0,0.16,0,0.16,0
GRACIAS GRACIAS GRACIAS !! POR ABRAZAR ESTA TEMPORADA Y POR TODO SU CARIÑO. Los vamos a extrañar. ARRIBA LA MÁS DRAGA 3 CHI…,0,0,0,0,0.24,0,0.28,0,0.19,0,0,0.61,0,0.21,0.16,0,0.18,0,0,0
"Es un sol de persona, trabajador, demasiado responsable y juicioso, y me ha dado muy duro porque a pesar de todo yo le tengo cariño",0,0,0.19,0.22,0.22,0.17,0.2,0.24,0.18,0.21,0,0.19,0.18,0,0,0,0,0,0,0
"Pues si tanto hablas, dale tu el cariño y deja de molestar.",0,0.17,0,0.23,0,0.17,0,0,0,0.2,0,0,0.18,0.19,0,0.15,0,0,0,0.31
Para ti con cariño 😎,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.18,0,0.13,0,0.21,0,0
"Con afecto, cariño y respeto envío un saludo y un abrazo fuerte al señor gobernador por motivo de su cump…",0.16,0.41,0.67,0.53,0.55,0.2,0.97,0.29,0.44,0.76,0.19,0.46,0,0.72,0.18,0.35,0.41,0,0.21,0
"Para muchxs pasará desapercibida, pero el cariño de Claudia hacia Maca es tan natural y cute. ❤

MacarrnaAchaga …",0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.19,0,0.14,0.16,0.23,0.17,0
Lo siento tanto . Mi más sentido pésame. Recuerdo a tu papi con muchísimo cariño. Un tipazo. Descanse en paz. ❤️,0.13,0,0,0,0,0,0,0,0.17,0,0,0,0.18,0,0.15,0,0.17,0,0.17,0
"Felicitaciones niño, esta familia crece cada día más, y con eso el cariño que te tenemos, eres una gran personita que se m…",0.13,0,0,0.21,0.22,0,0.19,0,0,0.2,0.15,0,0,0,0,0.14,0.17,0,0,0
Tu tranquilo cariño. Solo cree en los milagros y verás que lo que deseas a lo mejor podrá pasar. 💛😘🙏🏻,0,0.22,0.49,0.57,0.61,0.22,0.53,0.31,0.24,0,0,0.25,0.24,0.26,0.4,0.19,0.45,0.66,0.93,0
"Querido lamento mucho la partida de tu señor padre. Gran ser humano, lo recodare siempre con mucho cariño 🙏🏻",0,0.17,0.18,0.22,0.44,0.17,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0.17,0
"Gracias a todos nuestros colaboradores, clientes y consumidores que han compartido en sus redes sociales sus MomentosFeli …",0,0,0,0.22,0.22,0,0,0,0,0,0.16,0.19,0,0.2,0,0,0,0,0,0
chtm con cariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celebrando mí cumple 🥰🥰🥰🥰 gracias por sus muestras de cariño,0,0,0,0.28,0,0,0,0.31,0,0,0.2,0.49,0,0,0,0,0,0.32,0,0
a veces me pinta esa de tener jermu y dar cariño pero al ratito se me pasa😅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.16,0
"Jajajjaja el otro día yo bien inspirada dedicandoles unas palabras con cariño cariñoso y solo 1 alma me dejó un ""laik"" 😂😂😂",0.16,0,0.22,0.53,0.28,0,0.48,0.58,0.44,0.25,0.38,0,0.22,0.24,0,0,0,0.6,0.21,0
"Y mientras tanto en el mundo perruno, el galán Blanco pedía cariño, y llegó un nuevo amigo a visitarnos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Estoy tratando pero nada no me sale, señor Hyenuk una pequeña recomendación ; para los que vivimos en los EEUU la mayoría utiliza Tradingview y sería bueno un tutorial de cómo tú lo usas y queremos aprender de ti.. con mucho cariño ya te regale mi Like gracias 🙏",0.27,0.18,0.18,0.47,0.41,0.36,0.63,0,0,0.21,0.31,0.38,0.19,0.59,0,0.48,0.17,0.45,0.17,0
"Todas las puertas cerradas con cariño, 0 rencor y el corazón tranquilo . Hay que seguir!",0,0.15,0,0.2,0.2,0.15,0,0,0,0,0,0.17,0.16,0,0.14,0,0.15,0,0.16,0
"Este es el que hice yo ahora-- asjklda no sé mucho qué comentar pero Mafuyu y Kohane desaparecieron del top 10 :(( mientras, le agarré un cariño a otros personajes que ni siquiera estaban en el 15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0
"No quería atreverme a postear esto, pero lo haré con respeto
La quinta persona q me habla q mas adelante sea la reina de Viña del Mar, ese momento me quedo fría y muda por muchas cosas. Yo les agradezco con todo mi amor por la forma q me reflejan en su vida,gracias por su cariño",0.12,0.33,0.52,0.43,0.6,0.16,0.39,0,0,0.39,0,0.36,0.18,0.56,0,0.29,0,0.22,0.33,0.29
"Cuando decimos que Emilio es el mejor artista de México, lo decimos por cariño, pq el contó que eso se lo dice una persona m…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.23,0,0
"es que en esa cuenta le conocí :((( le tengo cariño perdon, me retiro a sufrir a otra parte",0.27,0.35,0.37,0,0.21,0.55,0,0,0,0.21,0.16,0,0.38,0,0.3,0.16,0.17,0,0,0.32
"Cuando decimos que Emilio es el mejor artista de México, lo decimos por cariño, pq el contó que eso se lo dice una persona m…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.23,0,0
Se que te puede parecer extraño que una persona tenga mucho cariño por una persona que no conoce hace mucho.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Que tal cariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ya me paraste la verga, cariño.",0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.18,0,0.13,0,0.21,0,0
Tengo una falta de cariño que no es ni medio normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No sabía que los abuelos se divertían en este sitio.
— Bromeó. Se notaba que le gustaba picar al ajeno de cualquier forma, aún así sabía que iba con cariño. Entró al establecimiento en el que satisfecha estaba con el ambiente de fiesta ——.",0,0.17,0,0.46,0.41,0.18,0.21,0,0,0,0,0,0,0.19,0.15,0,0.17,0,0,0.31
"Felicitaciones cargadas de cariño y admiración a todos los trabajadores de la salud de nuestro país, a los que enfrentan ef…",0.25,0,0,0.64,0.22,0,0.39,0.23,0,0.61,0.15,0.19,0,0.39,0,0.29,0.33,0.24,0.34,0
"Con todo cariño a la Casa Real.
Salud y República!💜💛❤️",0.14,0,0,0.23,0,0,0,0,0,0.22,0,0.2,0,0.21,0,0.16,0.18,0,0.19,0
Todo menos tiempo y atención que es lo que más ocupa... y cariño... bueno pues al menos le puedes dar algo,0.13,0,0,0,0,0,0,0,0,0.21,0.16,0,0,0.2,0,0,0.17,0,0,0.28
Que sugieres cariño?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caminando por Ibarra
Doña Nancy tiene la foto de en su tienda.
El odio y las mentiras no han logrado borr…",0.14,0,0.19,0,0.21,0.19,0,0,0,0.43,0,0,0,0.2,0,0,0,0,0.36,0.67
Con cariño para mis amigos del Cruz Azul 😘,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.22,0,0.16,0,0.27,0,0
Con cariño para mis amigos del Cruz Azul 😘,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.22,0,0.16,0,0.27,0,0
"Hoy recorrimos junto a
 en el Cantón Tosagua, gracias por tanto cariño a @…",0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0
"⚔️: cariño,te gusta estar encadenada asi?,por que sino puedo sacarte fácilmente,pero si dices que te gusta pues...",0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0
"Escuchar en cada lugar que visito, salvadoreños que se me acercan y me digan, Usted me representa, me hace sentir muy org…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cariño podrías necesitar un cinturón de seguridad cuando lo esté montando 😝,0,0,0.2,0.23,0,0.18,0.21,0,0,0.22,0,0,0.19,0.21,0,0,0,0,0.19,0
A la fuerza no es cariño Panchito ContraVientoYMarea,0,0.19,0.21,0.24,0.25,0,0,0.27,0.2,0,0.18,0,0,0,0.17,0,0.19,0,0,0
"Muy lindo y todo pero yo busco atención, cariño y no todos están pa eso.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candela. Me gustan porque son independientes y tienen carácter. Yo tengo una gata, que recogí casi muerta, que al único que se acerca es a mí. Es la madre de los otros, pero cuando me ve, ño dale cariño porque se pone intensa 😆😆",0.12,0,0,0.2,0.2,0,0.18,0,0.16,0,0,0,0.17,0.18,0,0,0,0,0,0
"Gracias a todos/as los que se dieron un minutito pa escribirme o mandarme audios, se pasaron 🥺💕. Fue un día de mucho cariño, de esos que todos necesitamos 😌",0,0,0.17,0.2,0,0.15,0.19,0,0,0.19,0,0.18,0.17,0.18,0,0,0.16,0,0.33,0
Estoy llorando como se puede cojer cariño a una persona en solo semanas😭🧡,0,0,0.18,0.21,0.21,0,0.19,0.23,0.17,0,0,0,0,0,0.15,0,0,0,0,0.27
Tu eres el omega cariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Las conexiones entre dos personas no pueden borrarse,incluso si llegan a odiarse, siempre sentirán cariño en su corazón. Una parte de uno siempre vivirá en el otro✨📌",0,0,0.17,0,0,0,0,0,0,0.19,0,0,0,0.18,0,0,0,0,0.16,0.27
"Indudablemente.
Si sientes que es ese la forma y te hace sentir bien adelante 🙏
Mis respeto y cariño para ti 🌟
Que tengas una buena noche.",0,0,0.22,0,0.27,0,0.24,0,0,0.25,0.19,0.22,0,0.47,0,0.35,0,0.29,0,0
quiero q alguien me quiera tanto como para cantarme ‘hermoso cariño’,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.23,0,0.17,0,0.28,0,0
"Yo no trabajo en Salamanca,pero si en una planta covid y te puedo asegurar que mis compi…",0,0,0,0.22,0,0,0,0,0,0,0.15,0,0,0.19,0.14,0.15,0,0.22,0,0
"Mi alma mater!!! Y ahí jugué con las fuerzas básicas a finales de los 80's.
Siempre les tendré respeto y cariño!!! 👊",0,0.16,0.35,0.2,0.41,0,0.19,0.22,0.16,0.2,0.15,0.18,0,0.19,0.14,0.14,0.32,0,0,0.27
Diana es un ejemplo de que el cariño y la solidaridad de las mujeres no tiene límites. SalarioRosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"~Bienvenido a mi fijado cariño, si estás aquí puedo suponer que buscas algo~
✓Completamente dominante aunque se pueden…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"el cariño de una persona ""fría"" es lo más sincero que existe.",0,0.15,0.17,0,0,0,0,0,0.16,0.19,0.14,0,0,0,0,0,0.15,0,0,0
"Amo y le cojo mucho cariño a las personas que naturalmente son frías pero no fallan en demostrarte su amor y lealtad, a…",0.12,0.16,0.17,0,0.4,0,0,0,0,0.19,0,0,0.17,0.18,0.14,0,0,0,0.16,0.27
No demuestras el cariño que ya no te corresponde dar.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cuando decimos que Emilio es el mejor artista de México, lo decimos por cariño, pq el contó que eso se lo dice una persona m…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.23,0,0
